"","x","cluster_hits","aggInv_cover","aggInv_pval","aggInv_pval_jk","aggInv_fdr","sumz_n","sumz_pval","sumz_fdr","sumlog_n","sumlog_pval","sumlog_fdr"
"1","hsa-miR-132-3p/hsa-miR-212-3p",17,-0.94225722052936,0.486666141777205,0.486963906643473,0.610467177843337,"58",0.9754,1,"58",1.805e-15,7.74345e-13
"2","hsa-miR-1271-5p/hsa-miR-96-5p",13,-0.526435126002628,0.391365528071823,0.393437033429887,0.521415563797553,"58",0.8825,1,"58",7.705e-12,1.6527225e-09
"3","hsa-miR-155-5p",10,-0.548432636580382,0.0691283280486244,0.0725753478273399,0.150538338745482,"58",0.8215,1,"58",3.512e-11,5.02216e-09
"4","hsa-miR-181a-5p/hsa-miR-181d-5p/hsa-miR-181c-5p/hsa-miR-181b-5p",13,-0.600515184810681,0.559523037678836,0.558352251424116,0.659437865835771,"58",0.9812,1,"58",6.678e-09,7.162155e-07
"5","hsa-miR-19a-3p/hsa-miR-19b-3p",9,-0.360367668216933,0.149441001227789,0.154212326893081,0.262746678388203,"58",0.6114,1,"58",2.191e-08,1.879878e-06
"6","hsa-miR-21-5p/hsa-miR-590-5p",9,-0.699586068102233,0.00675779026807659,0.00764609214646492,0.0301646929603924,"58",0.8858,1,"58",8.341e-08,5.963815e-06
"7","hsa-miR-183-5p.2",9,-0.881551720480635,0.554903296644378,0.553904847196685,0.655794805125174,"58",0.9985,1,"58",2.471e-07,1.51437e-05
"8","hsa-miR-27a-3p/hsa-miR-27b-3p",12,-0.0846382241324334,0.14039510305259,0.144437951215183,0.251320304827344,"58",0.1909,1,"58",3.832e-07,2.05491e-05
"9","hsa-miR-545-3p",2,0.0640383934129154,0.000117546297379866,0.000144174107094592,0.00210114006566511,"58",0.01308,1,"58",1.119e-06,5.3339e-05
"10","hsa-miR-203a-3p.1",8,-0.046834108509627,0.0183222587440582,0.0198007869004806,0.0590996165503831,"58",0.1225,1,"58",2.789e-06,0.000115986
"11","hsa-miR-124-3p.1",10,-0.403763087037933,0.507421466705864,0.507386773407927,0.625699252050209,"58",0.8854,1,"58",2.974e-06,0.000115986
"12","hsa-miR-4677-3p",6,-0.103801655989848,1.76107366864607e-06,2.45563345213791e-06,9.04027319284786e-05,"58",0.08383,1,"58",3.831e-06,0.00013695825
"13","hsa-miR-503-5p",9,-0.842784413140477,0.0197109219752677,0.0214073865597311,0.0621763641719841,"58",0.9891,1,"58",6.678e-06,0.000220374
"14","hsa-miR-1269a/hsa-miR-1269b",5,-0.114370539331609,9.99586060698989e-05,0.000124873706070539,0.00194919281836303,"58",0.1396,1,"58",7.81e-06,0.000239320714285714
"15","hsa-miR-429/hsa-miR-200b-3p/hsa-miR-200c-3p",7,-0.44351145888845,0.574557726270689,0.573380234274702,0.666176390730069,"58",0.8856,1,"58",1.127e-05,0.000322322
"16","hsa-miR-142-3p.1",9,-1.33414385984754,0.316812509044276,0.320130000264708,0.457618068619509,"58",1,1,"58",3.286e-05,0.00088105875
"17","hsa-miR-153-3p",9,-0.714775466166952,0.320215368686121,0.323321845506409,0.460058890147282,"58",0.9857,1,"58",5.54e-05,0.00139803529411765
"18","hsa-miR-30e-5p/hsa-miR-30a-5p/hsa-miR-30b-5p/hsa-miR-30c-5p/hsa-miR-30d-5p",9,-0.442704296928846,0.160701683762995,0.165410946049065,0.276871575639858,"58",0.8852,1,"58",6.797e-05,0.00161995166666667
"19","hsa-miR-148a-3p/hsa-miR-152-3p/hsa-miR-148b-3p",8,-0.921942158792379,0.234697633617546,0.238962290813847,0.372908462303434,"58",0.9996,1,"58",0.0001349,0.0030459
"20","hsa-miR-655-3p",11,-0.884190165032307,0.542345619604644,0.541629614909802,0.647840052676338,"58",0.9988,1,"58",2e-04,0.00429
"21","hsa-miR-128-3p",12,-0.409199719717557,0.250611555834151,0.254346781635823,0.388904171995044,"58",0.9162,1,"58",0.0002439,0.00498252857142857
"22","hsa-miR-517c-3p/hsa-miR-517a-3p",4,-1.06494242532254,5.61543207890144e-08,9.65261072124635e-08,2.40902036184872e-05,"58",0.9998,1,"58",0.0002858,0.0055731
"23","hsa-miR-7-5p",7,-0.772086653175172,0.0259406532472713,0.0281408231288288,0.0741902682871958,"58",0.9957,1,"58",0.0003181,0.00593325652173913
"24","hsa-miR-605-3p",2,0.315108303865312,0.000316849008958979,0.000368125808874523,0.00399788896598242,"58",0.001141,0.489489,"58",0.0005116,0.009106812
"25","hsa-miR-222-3p/hsa-miR-221-3p",8,-1.02738596506887,0.0760827418943924,0.0799174804514665,0.161581664716309,"58",0.9999,1,"58",0.0005307,0.009106812
"26","hsa-miR-3179",6,0.0603772939957973,0.0026781312702341,0.00302942483376427,0.0152882868752511,"58",0.0921,1,"58",0.0006229,0.01027785
"27","hsa-miR-5581-3p",2,-0.0103466494471915,1.12516499630745e-06,1.51905177388117e-06,6.89565404879853e-05,"58",0.07488,1,"58",0.0006854,0.0108902444444444
"28","hsa-miR-4731-5p",5,0.272930211899996,0.0277560276520047,0.0294916183664538,0.0783377359388816,"58",0.005992,1,"58",0.0009671,0.0148173535714286
"29","hsa-miR-493-5p",6,-0.775584159445547,0.372464473017124,0.37490251741815,0.507261139442369,"58",0.9925,1,"58",0.001047,0.0154883793103448
"30","hsa-miR-369-3p",7,-0.623071015687386,0.0914113349449991,0.0951147711878014,0.188320470719236,"58",0.9561,1,"58",0.001208,0.0172744
"31","hsa-miR-135a-5p/hsa-miR-135b-5p",7,-0.875103240748227,0.204996576135077,0.209475717414236,0.3318623817432,"58",0.9997,1,"58",0.001509,0.0208826129032258
"32","hsa-miR-450b-5p",3,-0.650288532106763,0.00270841445808644,0.00311773535140654,0.0152882868752511,"58",0.9552,1,"58",0.001673,0.021957
"33","hsa-miR-143-3p",8,-1.11764448308091,0.130443994842727,0.135036635400196,0.238129675691616,"58",1,1,"58",0.001689,0.021957
"34","hsa-miR-340-5p",4,-0.228650475646829,0.118406229776278,0.122286776823753,0.223638514495738,"58",0.6697,1,"58",0.001764,0.0222575294117647
"35","hsa-miR-203a-3p.2",5,-0.509047083128926,0.497690394988111,0.497859068604901,0.618867186811303,"58",0.956,1,"58",0.002119,0.0258234166666667
"36","hsa-miR-29a-3p/hsa-miR-29b-3p/hsa-miR-29c-3p",6,-0.40933678575888,0.112871423200235,0.11676469373955,0.21811639888694,"58",0.8778,1,"58",0.002167,0.0258234166666667
"37","hsa-miR-483-5p",8,-0.603616054044427,0.00163075360396486,0.0018866185238154,0.0108782172835286,"58",0.9405,1,"58",0.002258,0.0261805945945946
"38","hsa-miR-197-3p",4,-0.454027505946098,0.000360616496480539,0.000436621989966255,0.0041812020808149,"58",0.7377,1,"58",0.002325,0.0262480263157895
"39","hsa-miR-1908-5p",5,-0.170404428863956,0.004409868563752,0.00495635786220556,0.0225045730716962,"58",0.4982,1,"58",0.00246,0.02706
"40","hsa-miR-140-3p.2",7,-0.936753543839612,0.127162207647084,0.131280058033149,0.235140461554307,"58",0.9997,1,"58",0.002566,0.02752035
"41","hsa-miR-140-3p.1",6,-0.603480186177931,0.0678783724392319,0.0711782217308146,0.148570519267502,"58",0.962,1,"58",0.003164,0.033106243902439
"42","hsa-miR-497-5p/hsa-miR-424-5p/hsa-miR-16-5p/hsa-miR-15b-5p/hsa-miR-15a-5p/hsa-miR-195-5p",4,-0.355803831977926,0.368130834411944,0.370472013404657,0.504562709146083,"58",0.8535,1,"58",0.003517,0.0359236428571429
"43","hsa-miR-1252-5p",2,-0.375758584974485,0.00083557115925311,0.000998032913566385,0.00716920054639168,"58",0.7553,1,"58",0.003768,0.0375923720930233
"44","hsa-miR-625-5p",5,-0.0975020196936071,0.206350425728367,0.210518141031285,0.332798242998006,"58",0.45,1,"58",0.004692,0.045747
"45","hsa-miR-218-5p",6,-0.932985586669365,0.542249578503156,0.541521899357999,0.647840052676338,"58",0.9999,1,"58",0.004961,0.0472832608695652
"46","hsa-miR-330-3p",8,-0.495728868301707,0.147010244300304,0.151074347213552,0.259536604135104,"58",0.9658,1,"58",0.00507,0.0472832608695652
"47","hsa-miR-624-3p",0,-0.612880994714125,9.70185858479166e-05,0.000122624643567252,0.00194919281836303,"58",0.9484,1,"58",0.006675,0.0609271276595745
"48","hsa-miR-1287-5p",4,-0.379034745909879,0.000330098139383158,0.000400064449086931,0.00403931365512281,"58",0.6912,1,"58",0.007706,0.068872375
"49","hsa-miR-2467-3p",2,-0.0446396170650077,0.000144037170484452,0.000177615513575765,0.00237661331299345,"58",0.2281,1,"58",0.009013,0.0789097346938776
"50","hsa-miR-513a-5p",3,0.0666004799846682,3.8049978830834e-07,5.13384734742274e-07,3.20908435551693e-05,"58",0.05565,1,"58",0.009279,0.07961382
"51","hsa-miR-202-5p",6,-1.46557426258826,0.204596450604657,0.20886075380988,0.3318623817432,"58",1,1,"58",0.01269,0.103283773584906
"52","hsa-miR-3150b-3p",2,-0.303175789605278,0.0250454387737307,0.0269334395306971,0.072110692845171,"58",0.7166,1,"58",0.01269,0.103283773584906
"53","hsa-miR-1247-5p",1,-0.571021001941759,4.48822986785585e-07,6.55006880176975e-07,3.20908435551693e-05,"58",0.905,1,"58",0.01276,0.103283773584906
"54","hsa-miR-654-5p",0,0.0314031298614492,0.00168667848776895,0.00193941081558992,0.0109634101704982,"58",0.1341,1,"58",0.0135,0.10725
"55","hsa-miR-214-3p/hsa-miR-3619-5p",2,-0.0794998982966608,0.0142540768475785,0.0154864708482636,0.0516818488624468,"58",0.243,1,"58",0.01397,0.108966
"56","hsa-miR-3150a-3p",2,0.0600257402912364,0.00203439945489318,0.00230203275158007,0.0130262293455101,"58",0.1864,1,"58",0.01447,0.110850535714286
"57","hsa-miR-543",5,-0.532966539384038,0.00913450164077496,0.0100732372125107,0.0376798192681967,"58",0.9527,1,"58",0.01668,0.125538947368421
"58","hsa-miR-766-5p",2,-0.0507336025989051,0.0145691576593942,0.0157767644251797,0.0516818488624468,"58",0.2423,1,"58",0.02095,0.15495775862069
"59","hsa-miR-374b-5p/hsa-miR-374a-5p",5,-0.593822202317274,0.103419292122304,0.107187332235506,0.203517781286552,"58",0.9555,1,"58",0.0222,0.161420338983051
"60","hsa-miR-516a-5p",1,-0.974575412722932,0.000240036848100903,0.000297809640692263,0.00355088992535473,"58",0.9995,1,"58",0.0278,0.19877
"61","hsa-miR-34b-5p/hsa-miR-449c-5p",3,-0.330594487867882,0.0334831922823325,0.0358002857374649,0.0898286458376822,"58",0.7138,1,"58",0.03172,0.22308
"62","hsa-miR-22-3p",6,-0.684837794608754,0.0354543044722378,0.0377555691867092,0.0916551712086399,"58",0.9917,1,"58",0.03379,0.230570476190476
"63","hsa-miR-142-5p",4,-0.642783537793468,0.0401019601544521,0.0426873839156607,0.101198475919176,"58",0.9939,1,"58",0.03386,0.230570476190476
"64","hsa-miR-196a-5p/hsa-miR-196b-5p",7,-1.6089883427891,0.407715161219348,0.409510564701543,0.531640742137084,"58",1,1,"58",0.03951,0.26484046875
"65","hsa-miR-144-3p",5,-0.701972815853097,0.106284059632192,0.110114211409428,0.208200281197307,"58",0.9992,1,"58",0.04811,0.317526
"66","hsa-miR-1-3p/hsa-miR-206",4,-0.759567121580455,0.264017446996162,0.267495322448918,0.404512445576263,"58",0.9993,1,"58",0.05193,0.337545
"67","hsa-let-7d-5p/hsa-miR-98-5p/hsa-let-7g-5p/hsa-let-7i-5p/hsa-let-7c-5p/hsa-let-7a-5p/hsa-let-7b-5p/hsa-let-7f-5p/hsa-let-7e-5p",6,-0.602870241194327,0.34610604938914,0.348867866726824,0.486818017009643,"58",0.9908,1,"58",0.05353,0.342751791044776
"68","hsa-miR-3180/hsa-miR-3180-3p",4,-0.507853547838432,0.0360544805410717,0.0383270770584291,0.0926189949228728,"58",0.9831,1,"58",0.05574,0.351653823529412
"69","hsa-miR-1301-3p",4,-0.529477637333256,0.00451480317204093,0.00505289159929255,0.0225045730716962,"58",0.9687,1,"58",0.05802,0.359634929577465
"70","hsa-miR-2278",0,-0.788305370219085,0.00033896338364667,0.000414227273740052,0.00403931365512281,"58",0.9943,1,"58",0.05877,0.359634929577465
"71","hsa-miR-182-5p",4,-0.819441677060425,0.466130772619573,0.466845547791164,0.589882305173442,"58",0.9999,1,"58",0.05952,0.359634929577465
"72","hsa-miR-5010-5p",3,-0.179135702414114,0.0549645902496251,0.0578650242479673,0.124760895328514,"58",0.6099,1,"58",0.06104,0.363696666666667
"73","hsa-miR-93-5p/hsa-miR-17-5p/hsa-miR-519d-3p/hsa-miR-106b-5p/hsa-miR-20a-5p/hsa-miR-106a-5p/hsa-miR-20b-5p",5,-0.552503396834538,0.388199815964744,0.390138259220747,0.518809099840732,"58",0.9927,1,"58",0.06296,0.369997808219178
"74","hsa-miR-3200-5p",2,-0.108819720900008,1.4252759112684e-07,1.99030945370663e-07,2.70429021143873e-05,"58",0.318,1,"58",0.07061,0.409347162162162
"75","hsa-miR-585-3p",2,-0.582672639032459,4.00995609889957e-06,5.40522719287424e-06,0.000172027116642792,"58",0.947,1,"58",0.07388,0.4225936
