"","x","cluster_hits","aggInv_cover","aggInv_pval","aggInv_pval_jk","aggInv_fdr","sumz_n","sumz_pval","sumz_fdr","sumlog_n","sumlog_pval","sumlog_fdr"
"1","hsa-miR-376c-3p",4,-1.04397049433988,2.05251112492911e-12,6.42470321960874e-12,4.45394914109617e-10,"55",0.9999,1,"55",1.413e-05,0.00613242
"2","hsa-miR-3605-3p",3,-0.995359494674015,7.7307444822964e-11,1.77711022736395e-10,8.38785776329159e-09,"55",0.9998,1,"55",0.001381,0.299677
"3","hsa-miR-185-5p",3,-0.371024111062983,0.00177962915651819,0.00208271177505269,0.00671616568633823,"55",0.8285,1,"55",0.002954,0.427345333333333
"4","hsa-miR-3179",3,-0.426510542001241,0.00943373920179912,0.0104816173898913,0.0242262888377563,"55",0.8809,1,"55",0.00444,0.48174
"5","hsa-miR-143-3p",3,-0.444445166956434,5.27492139804161e-08,8.35511920049533e-08,2.08119626068187e-06,"55",0.8294,1,"55",0.005603,0.4863404
"6","hsa-miR-625-5p",2,-0.101324390071723,0.00128303983950773,0.00149356110938008,0.00520410551725566,"55",0.4403,1,"55",0.007833,0.566587
"7","hsa-miR-183-5p.2",1,-0.532430184527875,0.063637587323591,0.0669040767906037,0.103440872278796,"55",0.9628,1,"55",0.01092,0.67704
"8","hsa-miR-124-3p.1",4,-0.711965630346165,0.0887888026533274,0.0929822464746276,0.132420413579189,"55",0.9991,1,"55",0.01311,0.7112175
"9","hsa-miR-296-5p",2,-0.553641742200445,0.0358370905005497,0.03851925593833,0.0682162161282393,"55",0.9831,1,"55",0.0202,0.921888333333333
"10","hsa-miR-22-3p",1,-0.525629234175201,0.00317513656652169,0.00361710610452546,0.0102074760731142,"55",0.9586,1,"55",0.02366,0.921888333333333
"11","hsa-miR-219a-2-3p",3,-0.968202044955879,1.70332614702271e-13,4.76725246973146e-13,7.39243547807857e-11,"55",0.9998,1,"55",0.02522,0.921888333333333
"12","hsa-miR-1306-5p",2,-0.573396353610861,7.1248792009984e-07,1.05129897689409e-06,1.54176745980308e-05,"55",0.958,1,"55",0.02549,0.921888333333333
"13","hsa-miR-3194-5p",3,-0.844452952371618,0.00406238057306636,0.00464262283007514,0.0125040650263177,"55",0.9996,1,"55",0.02851,0.951795384615385
"14","hsa-miR-15a-5p/hsa-miR-497-5p/hsa-miR-16-5p/hsa-miR-15b-5p/hsa-miR-195-5p/hsa-miR-424-5p",2,-0.54730859532323,0.332999219929725,0.335864866664324,0.400337012325487,"55",0.981,1,"55",0.05011,1
"15","hsa-miR-130a-3p/hsa-miR-301a-3p/hsa-miR-130b-3p/hsa-miR-301b-3p/hsa-miR-454-3p",0,-0.401947493368993,1.13584438042004e-05,1.51453651618705e-05,0.000164318820367432,"55",0.8407,1,"55",0.05526,1
"16","hsa-miR-126-3p.2",0,-1.79401352872064,0.000991812673724629,0.00123665977973427,0.00434794646865141,"55",1,1,"55",0.06017,1
"17","hsa-miR-1252-5p",2,-0.888925067929688,0.00044315886848615,0.000543694858210917,0.00246578139644858,"55",0.9998,1,"55",0.07121,1
"18","hsa-miR-7-5p",1,-0.847357497576174,0.0012382208031161,0.0014760690310706,0.00506969649577725,"55",0.9994,1,"55",0.07596,1
"19","hsa-miR-4731-5p",0,-0.447551967417314,0.100441106025949,0.104418386193976,0.148270204133544,"55",0.9801,1,"55",0.07736,1
"20","hsa-miR-1271-5p/hsa-miR-96-5p",3,-1.26069453774781,0.232342528125694,0.236554869833745,0.29484402691974,"55",1,1,"55",0.08011,1
"21","hsa-miR-449b-5p/hsa-miR-34c-5p/hsa-miR-34a-5p/hsa-miR-449a",3,-0.791547096129387,0.062335069478644,0.0662385612158717,0.101704587044103,"55",0.9996,1,"55",0.08021,1
