"","x","cluster_hits","aggInv_cover","aggInv_pval","aggInv_pval_jk","aggInv_fdr","sumz_n","sumz_pval","sumz_fdr","sumlog_n","sumlog_pval","sumlog_fdr"
"1","hsa-miR-524-5p",5,-0.484121048198058,0.0016917140907888,0.0019387656156162,0.0412590269920156,"76",0.5716,1,"76",1.376e-09,6.04064e-07
"2","hsa-miR-325-3p",0,-0.145426864633464,0.00127029226695126,0.00143911005115102,0.0371772203461069,"76",0.04505,1,"76",8.001e-08,1.7562195e-05
"3","hsa-miR-1323",5,-0.480427274244754,0.180038325007424,0.183067936861592,0.994695110855152,"76",0.8305,1,"76",3.332e-05,0.00487582666666667
"4","hsa-miR-132-3p/hsa-miR-212-3p",1,-0.213332063052903,0.0576008216152426,0.0598847968971406,0.49581883704101,"76",0.2863,1,"76",0.0003672,0.0403002
"5","hsa-miR-371a-5p",1,-1.073434245403,3.72922621469045e-09,5.81889974066179e-09,8.18565154124554e-07,"76",0.9997,1,"76",0.003101,0.2722678
"6","hsa-miR-500a-5p",0,-0.334147241458556,1.03465377250083e-07,1.38346927657784e-07,9.08426012255729e-06,"76",0.4802,1,"76",0.007533,0.5511645
"7","hsa-miR-410-3p",0,-0.597340459689084,7.36261938252837e-09,1.0427366214646e-08,1.07739663630999e-06,"76",0.9246,1,"76",0.04523,1
"8","hsa-miR-452-5p/hsa-miR-892c-3p",0,-0.0143426185613193,3.35240358908466e-05,3.93127760891854e-05,0.00163522797289796,"76",0.1109,1,"76",0.07336,1
"9","hsa-miR-556-3p",1,-0.719954910150313,2.67907828975439e-05,3.27316800844736e-05,0.00147014421150272,"76",0.9754,1,"76",0.09494,1
"10","hsa-miR-495-3p",4,-1.1105183174671,0.176034747196096,0.179241697048694,0.994695110855152,"76",1,1,"76",0.09643,1
"11","hsa-miR-374c-3p",0,0.199562554928842,2.09974651232554e-09,2.74074239425774e-09,8.18565154124554e-07,"76",0.01135,1,"76",0.1209,1
"12","hsa-miR-3942-5p",1,-0.312952956275082,0.0234279495676462,0.0246273552278593,0.285690829449908,"76",0.867,1,"76",0.2053,1
"13","hsa-miR-7151-5p",0,-0.901800410960847,0.00324645459029887,0.00358378361343559,0.0750101876390108,"76",0.9987,1,"76",0.317,1
"14","hsa-miR-370-3p",0,-0.0649148124987111,0.00567732587660935,0.00605816639480025,0.108362872166587,"76",0.4044,1,"76",0.4036,1
"15","hsa-miR-545-3p",0,-0.204412572180426,0.437791563011196,0.438496965238875,1,"76",0.7595,1,"76",0.4239,1
"16","hsa-miR-330-3p",0,-0.390523031580001,0.0325315250692453,0.0339288673179627,0.351997188504687,"76",0.8943,1,"76",0.5318,1
"17","hsa-miR-522-3p",0,-0.546845239932984,0.00893941584299774,0.009577924804349,0.142479965704257,"76",0.998,1,"76",0.5394,1
"18","hsa-miR-372-3p/hsa-miR-520e/hsa-miR-302a-3p/hsa-miR-520a-3p/hsa-miR-520b/hsa-miR-520d-3p/hsa-miR-302c-3p.1/hsa-miR-302e/hsa-miR-302b-3p/hsa-miR-302d-3p/hsa-miR-520c-3p",1,-0.721926355749721,0.3812988647798,0.382766907508348,1,"76",0.9999,1,"76",0.561,1
"19","hsa-miR-6835-3p",0,-0.306566326191682,0.0279535652659042,0.0292078549539087,0.322937240835051,"76",0.9076,1,"76",0.5825,1
"20","hsa-miR-489-3p",0,-0.862871712266797,0.00149513169308176,0.0016626552399124,0.0410226758289308,"76",1,1,"76",0.6107,1
"21","hsa-miR-488-3p",0,-0.228055696400751,0.00159418340210524,0.00175259138541308,0.0411674419720118,"76",0.6451,1,"76",0.6127,1
"22","hsa-miR-203a-3p.2",0,-1.47298020502471,0.187589686142983,0.190913062368295,1,"76",1,1,"76",0.6196,1
"23","hsa-miR-519d-3p/hsa-miR-93-5p/hsa-miR-20a-5p/hsa-miR-17-5p/hsa-miR-106a-5p/hsa-miR-106b-5p/hsa-miR-20b-5p",2,-0.414458335264599,0.0909124880664267,0.0931978485599621,0.623602847830645,"76",0.9883,1,"76",0.6398,1
"24","hsa-miR-3121-3p",1,-1.18486458130374,0.0479144730735048,0.0501973025314793,0.430326986836933,"76",1,1,"76",0.6641,1
"25","hsa-miR-345-5p",0,-0.816489471860845,0.000387187524689749,0.000441704960630642,0.0141646102782333,"76",0.9999,1,"76",0.6942,1
