"","x","cluster_hits","aggInv_cover","aggInv_pval","aggInv_pval_jk","aggInv_fdr","sumz_n","sumz_pval","sumz_fdr","sumlog_n","sumlog_pval","sumlog_fdr"
"1","hsa-miR-27a-5p",7,2.38210642961533,2.20891845115366e-05,3.9833874700419e-05,0.000913688995704468,"16",7.984e-22,7.26544e-19,"16",3.409e-19,3.10219e-16
"2","hsa-miR-191-5p",5,1.89408557160892,0.000386238463622132,0.000621907534218875,0.00764080438904652,"16",1.777e-14,8.08535e-12,"16",6.329e-15,2.879695e-12
"3","hsa-miR-198",5,1.3592414793738,5.31874084284601e-11,2.62688714705476e-10,4.84005416698987e-08,"16",4.497e-11,1.0230675e-08,"16",3.715e-12,9.448075e-10
"4","hsa-miR-17-5p",7,1.59891745699201,0.00769993592111828,0.0100581625997996,0.0483237357808113,"16",7.992e-11,1.454544e-08,"16",4.153e-12,9.448075e-10
"5","hsa-miR-21-3p",4,1.46311074443763,0.000534909911739636,0.000867607529857124,0.00869228606576909,"16",2.422e-09,3.67336666666667e-07,"16",4.791e-11,8.71962e-09
"6","hsa-miR-155-5p",3,1.71423905221095,0.00113359521808947,0.0016457474460301,0.0137542886461522,"16",3.517e-12,1.06682333333333e-09,"16",3.56e-10,5.39933333333333e-08
"7","hsa-miR-145-5p",4,1.0048730006868,0.00281046897857186,0.00401591381683667,0.0250737918676509,"16",2.037e-07,1.85367e-05,"16",1.504e-08,1.8438875e-06
"8","hsa-miR-181a-5p",4,1.13185951779851,0.0245840981321598,0.030365729433261,0.105446600958549,"16",2.541e-06,0.0001731275,"16",1.621e-08,1.8438875e-06
"9","hsa-miR-652-5p",3,1.08060248279353,6.62299889759018e-08,1.92048552105213e-07,1.20538579936141e-05,"16",3.972e-08,4.51815e-06,"16",3.577e-08,3.45618e-06
"10","hsa-miR-19a-3p",4,1.42830732035586,0.01089003525837,0.0135448697480816,0.0627210891463083,"16",5.543e-09,7.2059e-07,"16",3.798e-08,3.45618e-06
"11","hsa-miR-33a-5p",2,1.23090905222219,0.00195508567000239,0.00272756909549525,0.0197680884411352,"16",4.248e-07,3.2214e-05,"16",9.616e-08,7.95505454545455e-06
"12","hsa-miR-10b-5p",2,1.32652459992357,0.00102546737781955,0.00146924842692435,0.0130681173217635,"16",5.6e-08,5.66222222222222e-06,"16",5.122e-07,3.88418333333333e-05
"13","hsa-miR-126-3p",3,0.799900402856999,0.00675413776352621,0.00909548855210532,0.0442177364374738,"16",1.09e-05,0.000450863636363636,"16",6.57e-07,4.599e-05
"14","hsa-miR-223-3p",3,-0.0413026401938071,9.10385913527603e-07,2.80769016222877e-06,0.000103556397663765,"16",0.001476,0.023985,"16",7.879e-07,5.12135e-05
"15","hsa-miR-3609",4,-0.52233028092703,0.000582606138905914,0.00105703813050571,0.0088361931067397,"16",0.0181,0.17710752688172,"16",1.132e-06,6.86746666666667e-05
"16","hsa-miR-1277-5p",3,1.25963778858531,2.25285640424243e-06,4.67205538026822e-06,0.000205009932786061,"16",2.345e-07,1.93995454545455e-05,"16",1.257e-06,7.1491875e-05
"17","hsa-miR-495-3p",3,1.00292495964601,0.00497534523748903,0.00654227144255715,0.036512614242863,"16",3.014e-05,0.00097955,"16",2.006e-06,0.00010738
"18","hsa-miR-20b-5p",2,1.0980573306862,0.00454600344606418,0.00600063787896748,0.0344738594659867,"16",5.61e-06,0.000255255,"16",2.124e-06,0.00010738
"19","hsa-miR-199a-5p",2,0.642340072766658,0.000506995265603631,0.000818960191918489,0.00854380910554267,"16",0.00015,0.0035,"16",2.948e-06,0.000141193684210526
"20","hsa-miR-10a-5p",1,1.04991833162159,0.00168890371684004,0.00235709948316731,0.0178709579340051,"16",1.337e-05,0.000528986956521739,"16",5.037e-06,0.0002291835
"21","hsa-miR-139-5p",2,1.13405949809337,0.00183032536052545,0.00252312471859929,0.0189272281599791,"16",2.863e-06,0.0001731275,"16",6.232e-06,0.000270053333333333
"22","hsa-miR-22-5p",3,0.394673845076834,0.205715499980285,0.219038592470732,0.400003720222493,"16",0.002571,0.035994,"16",6.798e-06,0.00028119
"23","hsa-miR-20a-5p",2,0.929775964235089,0.0295168710306235,0.0353546561420224,0.115280483424323,"16",9.997e-05,0.00245872162162162,"16",1.037e-05,0.000410291304347826
"24","hsa-miR-7-5p",4,1.00783856244757,0.0323329654041997,0.0382447107846282,0.121028854371212,"16",2.773e-05,0.000934603703703704,"16",1.12e-05,0.000424666666666667
"25","hsa-miR-1291",3,-2.05861032773761,0.00259303894539964,0.00470362555087572,0.0237885164049818,"16",0.8193,1,"16",1.772e-05,0.000645008
"26","hsa-miR-451a",3,-2.02990934256921,0.0172784577595215,0.0247623515372909,0.0814683759645833,"16",0.7875,1,"16",2.256e-05,0.0007896
"27","hsa-miR-148a-3p",3,1.0081286431967,0.0294624983126482,0.0344414221125856,0.115280483424323,"16",2.759e-05,0.000934603703703704,"16",3.171e-05,0.00106874444444444
"28","hsa-miR-181d-5p",2,1.10643433061221,0.000625641650934738,0.000911369669932296,0.00918280487662277,"16",4.806e-06,0.00024297,"16",3.542e-05,0.00112526206896552
"29","hsa-miR-939-5p",3,0.872181857720297,0.00134620956304981,0.00190733617862605,0.0153131337796916,"16",0.0002427,0.00513620930232558,"16",3.586e-05,0.00112526206896552
"30","hsa-miR-26b-5p",2,0.985771982150092,0.00550990718824938,0.00742317685803776,0.0391719964164605,"16",4.022e-05,0.00122000666666667,"16",4.44e-05,0.0013468
"31","hsa-miR-30e-5p",2,1.11101854704168,0.00913246818516975,0.0113455558152434,0.0539645847305485,"16",4.414e-06,0.000236278823529412,"16",5.419e-05,0.00154756875
"32","hsa-miR-30b-5p",1,1.09963772130048,0.0075590368496201,0.0095137471558507,0.0481029617703097,"16",5.449e-06,0.000255255,"16",5.442e-05,0.00154756875
"33","hsa-miR-30c-5p",1,1.1308335329195,0.0066776622471208,0.00842733295276161,0.0440338597455067,"16",3.044e-06,0.0001731275,"16",6.751e-05,0.00186163939393939
"34","hsa-miR-181c-5p",3,0.970472104665941,0.00721822169648767,0.00916357254432491,0.0465856861262679,"16",5.182e-05,0.00138694705882353,"16",7.023e-05,0.00187968529411765
"35","hsa-miR-18a-5p",2,0.813426347050378,0.00290557774147947,0.00396284065718488,0.0255552682156099,"16",0.0005696,0.0107788571428571,"16",8.271e-05,0.00215046
"36","hsa-miR-338-5p",2,1.13648053094979,0.000189352033938885,0.000292821333372804,0.00465703651038878,"16",2.735e-06,0.0001731275,"16",8.656e-05,0.00217686756756757
"37","hsa-miR-141-3p",2,1.01439089189597,0.00400785221667337,0.00523807331887538,0.0318576822525609,"16",2.479e-05,0.000902356,"16",8.851e-05,0.00217686756756757
"38","hsa-miR-182-5p",2,1.08549406443678,0.0348922603385366,0.0402092174037945,0.12751789922919,"16",7.06e-06,0.000305933333333333,"16",9.779e-05,0.00234181315789474
"39","hsa-miR-93-5p",1,0.888619913666393,0.0346282118307633,0.0404295299090472,0.127063196637075,"16",0.0001894,0.00430885,"16",0.0001065,0.002485
"40","hsa-miR-196a-5p",2,0.920358345847395,0.0170479786737187,0.0205829407480343,0.0812646642366259,"16",0.000116,0.00277789473684211,"16",0.0001107,0.002518425
"41","hsa-miR-34a-5p",1,0.975425496982966,0.0288268320797833,0.0344549463555116,0.113560247587025,"16",4.776e-05,0.001358175,"16",0.0001184,0.00262790243902439
"42","hsa-miR-7-1-3p",0,0.978500402250911,0.000301850427157438,0.000460695920728141,0.0062428156525743,"16",4.539e-05,0.00133241612903226,"16",0.0001836,0.003978
"43","hsa-miR-10a-3p",3,0.502837705450211,0.00385593196390823,0.00528218203395542,0.0318576822525609,"16",0.001117,0.0194975925925926,"16",0.0001995,0.00422197674418605
"44","hsa-miR-362-3p",2,1.02936593635389,0.000529214480959969,0.000775257374853186,0.00869228606576909,"16",1.915e-05,0.000726104166666667,"16",0.0002075,0.00429147727272727
"45","hsa-miR-98-5p",3,0.970676181524291,0.012034759239369,0.0149068938995523,0.0665614546859487,"16",5.165e-05,0.00138694705882353,"16",0.0002165,0.00437811111111111
"46","hsa-let-7e-5p",1,0.851959524544109,0.0184526202706873,0.0223904561838363,0.0852379921133272,"16",0.0003274,0.00647682608695652,"16",0.0002567,0.00507819565217391
"47","hsa-miR-16-5p",4,0.812086890826129,0.197188226034208,0.208299961318911,0.390089751502455,"16",0.0005804,0.0107788571428571,"16",0.0002711,0.00524895744680851
"48","hsa-miR-323a-5p",2,-1.31408150882123,0.00882029631507776,0.0127921312737982,0.052805721360005,"16",0.5105,1,"16",0.0003146,0.00596429166666667
"49","hsa-miR-106a-5p",3,0.707587206056985,0.0122498042805807,0.0152747112654515,0.0665614546859487,"16",0.002325,0.03305859375,"16",0.0003258,0.00605057142857143
"50","hsa-miR-16-1-3p",1,0.416365827883113,0.000594116334996503,0.000927116805978341,0.00886304696470192,"16",0.00335,0.0448308823529412,"16",0.0003909,0.00711438
"51","hsa-miR-194-5p",1,0.839728991143554,0.000203294543255345,0.000323378806070685,0.00474353934262471,"16",0.0003912,0.00757429787234043,"16",0.0003989,0.00711762745098039
"52","hsa-miR-30a-5p",1,0.959543791773356,0.0171459511356398,0.020603265618062,0.0812646642366259,"16",6.198e-05,0.00161148,"16",0.000438,0.007665
"53","hsa-miR-424-5p",2,0.93092868133155,0.0252351328692742,0.0298072908372848,0.106078551747799,"16",9.816e-05,0.00245872162162162,"16",0.0004529,0.00777620754716981
"54","hsa-miR-30d-5p",2,0.992030929727646,0.00636446008075699,0.0080748737713049,0.0429011753591767,"16",3.622e-05,0.00113655862068966,"16",0.0005073,0.00854894444444444
"55","hsa-miR-490-3p",2,0.417841240630146,3.82058958656365e-05,7.16229948551369e-05,0.00144864021823872,"16",0.00329,0.0446850746268657,"16",0.0005599,0.00913488333333333
"56","hsa-miR-3934-5p",1,-1.33650150110066,0.0311752024650459,0.0397690961507486,0.119702254190683,"16",0.5462,1,"16",0.0005645,0.00913488333333333
"57","hsa-miR-618",2,0.369738772566533,6.49830098567279e-06,1.40119139890903e-05,0.000454881068997095,"16",0.005786,0.0679933333333333,"16",0.0005738,0.00913488333333333
"58","hsa-miR-200a-3p",4,0.408564930644609,0.00506747480675829,0.00686698813214876,0.0368912165932003,"16",0.003678,0.047814,"16",0.0005836,0.00913488333333333
"59","hsa-miR-365a-3p",1,0.51058783306521,0.0128803377249172,0.0163029838021781,0.0689476901745568,"16",0.001006,0.0179501960784314,"16",0.0005941,0.00913488333333333
"60","hsa-miR-4685-3p",0,0.45717346533978,0.00274638904138385,0.00383841766651273,0.0247446933431614,"16",0.002022,0.030667,"16",0.0006023,0.00913488333333333
"61","hsa-miR-147a",1,0.872970353051132,0.0219598616713191,0.0261177304955793,0.0979582064750021,"16",0.0002398,0.00513620930232558,"16",0.0006326,0.00943714754098361
"62","hsa-miR-130a-3p",2,0.750113307711143,0.0463953867376836,0.053051526046652,0.155219860041515,"16",0.001348,0.0223032727272727,"16",0.0007122,0.0104532580645161
