"","x","cluster_hits","aggInv_cover","aggInv_pval","aggInv_pval_jk","aggInv_fdr","sumz_n","sumz_pval","sumz_fdr","sumlog_n","sumlog_pval","sumlog_fdr"
"1","hsa-miR-379-5p",5,0.128230582461509,1.09300459771071e-05,1.46599783756519e-05,0.000613268566944116,"58",0.0008601,0.0330296846153846,"58",2.061e-09,9.04779e-07
"2","hsa-miR-22-3p",7,0.316972336728021,0.0140871274849104,0.0152752043822138,0.03681100574926,"58",0.0004205,0.0232084666666667,"58",1.615e-08,3.544925e-06
"3","hsa-miR-134-5p",5,0.223337153613188,0.0063187874913907,0.00705233458239945,0.0210147553690948,"58",0.0005926,0.02601514,"58",3.249e-08,4.4240225e-06
"4","hsa-miR-1298-5p",2,0.0853109556243207,0.00021652756860629,0.000262015931943747,0.0027448824370267,"58",0.0009161,0.0330296846153846,"58",4.031e-08,4.4240225e-06
"5","hsa-miR-185-5p",5,0.660036486596036,0.00195370396196237,0.0021844857087061,0.00942501142089537,"58",2.495e-07,0.0001095305,"58",1.59e-07,1.15206142857143e-05
"6","hsa-miR-545-3p",5,0.272689478287039,0.0308916020180624,0.0329618318136278,0.0605420235978991,"58",0.0004665,0.0232084666666667,"58",1.79e-07,1.15206142857143e-05
"7","hsa-miR-3150a-3p",5,0.538808318400057,0.00517391309153152,0.00569389624806379,0.0181707827774587,"58",2.035e-05,0.0021072,"58",1.837e-07,1.15206142857143e-05
"8","hsa-miR-1287-5p",6,0.452814733270241,9.2875016244067e-06,1.20546432622285e-05,0.000613268566944116,"58",2.4e-05,0.0021072,"58",2.633e-07,1.44485875e-05
"9","hsa-miR-605-3p",4,0.507573550018324,0.00103546666998504,0.00118518086435518,0.00668485100181519,"58",1.497e-05,0.0021072,"58",7.312e-07,3.56663111111111e-05
"10","hsa-miR-1323",7,-0.119502835818733,0.0325752028658516,0.0346486357724216,0.0629978592868231,"58",0.106,0.894884615384615,"58",2.055e-06,9.02145e-05
"11","hsa-miR-296-5p",6,0.309345803447078,0.00152640564920335,0.00174100800895145,0.0082680937062928,"58",0.003362,0.0819954444444444,"58",3.554e-06,0.000141836909090909
"12","hsa-miR-3126-5p",4,0.550910769555232,6.60541732189136e-05,7.91091653239764e-05,0.00170976287273232,"58",1.361e-05,0.0021072,"58",8.825e-06,0.000322847916666667
"13","hsa-miR-197-3p",3,0.278084760524414,0.000277952824741616,0.000327065485138691,0.0030333546239454,"58",0.001172,0.0356760666666667,"58",1.1e-05,0.000371461538461538
"14","hsa-miR-744-5p",4,0.2265163818112,0.000261637371679098,0.000308442024659669,0.00294509759402882,"58",0.001547,0.0424458125,"58",1.43e-05,0.000448407142857143
"15","hsa-miR-203a-3p.1",6,0.161231596523426,6.41724673714246e-05,7.90373175709589e-05,0.00170976287273232,"58",0.006925,0.144765476190476,"58",1.742e-05,0.000509825333333333
"16","hsa-miR-541-5p",7,-0.329145843290495,0.0216273355835582,0.0234185554883221,0.0477105543777992,"58",0.3943,1,"58",2.123e-05,0.000582498125
"17","hsa-miR-221-3p/hsa-miR-222-3p",4,-0.170390073142043,0.0201404229582552,0.0219093420402554,0.045811635640798,"58",0.2904,1,"58",3.313e-05,0.000855533529411765
"18","hsa-miR-135a-5p/hsa-miR-135b-5p",6,0.155961436334286,0.000636673405138223,0.000744708368522852,0.00515752750574223,"58",0.01731,0.302422222222222,"58",5.358e-05,0.001228761
"19","hsa-miR-1908-5p",5,-0.00422183111537432,0.0382510278503293,0.040545801966551,0.0702602561769648,"58",0.1149,0.925890909090909,"58",5.433e-05,0.001228761
"20","hsa-miR-1277-5p",7,-0.793166594679867,0.0037515016349884,0.00435261857681832,0.014704546587142,"58",0.979,1,"58",5.598e-05,0.001228761
"21","hsa-miR-4739",3,0.481665049170558,0.00465419736854691,0.00509432044612467,0.0170266053732674,"58",0.0001221,0.00893365,"58",5.986e-05,0.00125135904761905
"22","hsa-miR-181a-5p/hsa-miR-181d-5p/hsa-miR-181c-5p/hsa-miR-181b-5p",4,-0.0348433230490416,0.00876201076911063,0.00970305260824872,0.0251406714224808,"58",0.05654,0.6205265,"58",6.545e-05,0.001306025
"23","hsa-miR-483-3p.2",2,0.28518342502026,0.000378033809568838,0.000439085951525175,0.00360775744349391,"58",0.0009781,0.0330296846153846,"58",7.356e-05,0.00140403652173913
"24","hsa-miR-1247-5p",2,-0.397686056189046,1.21673663644852e-06,1.70458269438336e-06,0.00026707369170045,"58",0.3584,1,"58",0.0001231,0.002228364
"25","hsa-miR-206/hsa-miR-1-3p",4,-0.00501935412267761,0.0174494834497142,0.0187979712701987,0.0421589952844412,"58",0.116,0.925890909090909,"58",0.0001269,0.002228364
"26","hsa-miR-299-3p",5,0.167084738059819,0.00020777513950422,0.000250482617840893,0.0027448824370267,"58",0.01331,0.254047391304348,"58",0.0001492,0.00251918461538462
"27","hsa-miR-143-3p",2,0.276540468782721,0.00355550842235553,0.00396230276274412,0.0140618756523791,"58",0.001219,0.0356760666666667,"58",0.0001556,0.00252994074074074
"28","hsa-miR-3121-3p",6,-0.401369534393917,6.44245920061536e-05,8.2098062521323e-05,0.00170976287273232,"58",0.611,1,"58",0.000296,0.00447505625
"29","hsa-miR-1270",6,0.433893266812681,7.70404964784106e-07,1.01228571456154e-06,0.00026707369170045,"58",0.0004758,0.0232084666666667,"58",0.0002972,0.00447505625
"30","hsa-miR-516b-5p",6,0.116192936870368,0.0507191123702989,0.0535592765952195,0.0843397361006108,"58",0.05841,0.625414390243902,"58",0.0003072,0.00447505625
"31","hsa-miR-126-5p",5,-0.469542204844609,0.00010310468765214,0.00012875065523977,0.00211905630432177,"58",0.7885,1,"58",0.0003261,0.00447505625
"32","hsa-miR-24-3p",4,0.1183636253189,8.47080464015859e-05,0.00010612612765039,0.00206593513168312,"58",0.0645,0.674178571428571,"58",0.0003262,0.00447505625
"33","hsa-miR-449b-5p/hsa-miR-34a-5p/hsa-miR-34c-5p/hsa-miR-449a",3,0.0293635293301638,0.0217598873219287,0.0235254261111765,0.0477629526716334,"58",0.2004,1,"58",0.0004032,0.00536378181818182
"34","hsa-miR-188-5p",7,-0.225942468552292,0.0211561229131725,0.0228035998060764,0.0470537654440044,"58",0.3309,1,"58",0.0004507,0.0057212675
"35","hsa-miR-1269a/hsa-miR-1269b",5,0.192627080667751,0.000357415402427594,0.00041621529657326,0.00348678581479364,"58",0.0186,0.302422222222222,"58",0.0004898,0.0057212675
"36","hsa-miR-3200-5p",1,0.0772889988032712,0.000472386875378471,0.000554116780035125,0.00416176405875021,"58",0.03424,0.447263529411765,"58",0.000495,0.0057212675
"37","hsa-miR-491-5p",2,0.308842047816939,0.00395822615953806,0.00439126610280109,0.0152426428424316,"58",0.003903,0.0901798421052632,"58",0.0004959,0.0057212675
"38","hsa-miR-455-3p.2",3,0.202043301106495,9.03892758659715e-05,0.000108670068609156,0.00208846800553482,"58",0.006128,0.1345096,"58",0.0005057,0.0057212675
"39","hsa-miR-376a-3p/hsa-miR-376b-3p",4,-0.144828418275816,0.00379975512526081,0.00429893043813297,0.0147618805308805,"58",0.1457,1,"58",0.0005178,0.0057212675
"40","hsa-miR-132-3p/hsa-miR-212-3p",3,-0.121713264077106,0.0464351182424155,0.0490346527765972,0.0804521463148729,"58",0.178,1,"58",0.0005213,0.0057212675
"41","hsa-miR-2278",1,-0.0787314448717075,0.000769899687339964,0.000898385231056374,0.00572857563969905,"58",0.1056,0.894884615384615,"58",0.0005597,0.00599288536585366
"42","hsa-miR-873-5p.1",1,-0.308853002066217,0.0016344573716932,0.00187510240863937,0.00854198554968232,"58",0.2324,1,"58",0.0005823,0.00608642142857143
"43","hsa-miR-503-5p",3,-0.24677536360735,0.370790976439635,0.372810076518332,0.395090385089805,"58",0.6323,1,"58",0.0006411,0.00654518372093023
"44","hsa-miR-3127-5p",5,0.120587569811358,0.00042183416942079,0.000498186213215096,0.00394011064629206,"58",0.03264,0.447263529411765,"58",0.0007022,0.00700604090909091
"45","hsa-miR-4428",3,0.0685916468728998,0.0119238337831199,0.0130519248614063,0.0325128138558362,"58",0.07391,0.70535847826087,"58",0.0007233,0.00703954791666667
"46","hsa-miR-3140-3p",6,0.147744162373525,0.00124628255731328,0.00142755629920115,0.00729490723547371,"58",0.04077,0.4971675,"58",0.0007492,0.00703954791666667
"47","hsa-miR-887-3p",1,-0.691295099283327,4.64073488182871e-05,5.93151650478572e-05,0.00170976287273232,"58",0.8286,1,"58",0.000756,0.00703954791666667
"48","hsa-miR-330-3p",4,-0.603343800320113,0.16902693658444,0.173566877059382,0.208906067682139,"58",0.8147,1,"58",0.0007697,0.00703954791666667
"49","hsa-miR-183-5p.2",3,0.0180265624503846,0.101349342119252,0.104545116347877,0.141695417803667,"58",0.2255,1,"58",0.0008422,0.00754542448979592
"50","hsa-miR-370-3p",5,-0.0932465937632606,0.0173756639708395,0.0188316098266506,0.0421589952844412,"58",0.2029,1,"58",0.0009152,0.008035456
"51","hsa-miR-96-5p/hsa-miR-1271-5p",3,-0.300867450052783,0.158850626486873,0.162836374712823,0.199662537901294,"58",0.7733,1,"58",0.001068,0.00919317647058823
"52","hsa-miR-376c-3p",5,-0.0777107099774576,0.00679524991936675,0.00758664989777795,0.0217091363456469,"58",0.1042,0.894884615384615,"58",0.001098,0.00926965384615385
"53","hsa-miR-624-3p",3,0.036119650402261,0.00137938776700283,0.00157407801377678,0.00757095774547102,"58",0.03464,0.447263529411765,"58",0.001173,0.00961735185185185
"54","hsa-miR-2467-3p",3,0.194343018057766,0.000730635760030514,0.000860800918906793,0.00566961192285756,"58",0.01801,0.302422222222222,"58",0.001183,0.00961735185185185
"55","hsa-miR-642b-5p",2,-0.0327761997094308,0.000246670796178079,0.000294507621795721,0.00294509759402882,"58",0.09819,0.879702244897959,"58",0.001346,0.0107435272727273
"56","hsa-miR-374b-5p/hsa-miR-374a-5p",5,-1.0787301792809,0.0682582549315424,0.0721900648107754,0.105511879982208,"58",0.9995,1,"58",0.001706,0.0131468947368421
"57","hsa-miR-642a-3p/hsa-miR-642b-3p",3,-0.0197279144250049,0.000131465288215409,0.0001604008911898,0.00211905630432177,"58",0.08207,0.750598541666667,"58",0.001707,0.0131468947368421
"58","hsa-miR-874-3p",7,-0.441944417237592,0.102195904786962,0.106589014859776,0.142425403814211,"58",0.8158,1,"58",0.001776,0.01314805
"59","hsa-miR-654-5p",3,0.192794077348442,0.00291572838525907,0.00329305636726554,0.0121905215345594,"58",0.03782,0.474370857142857,"58",0.001794,0.01314805
"60","hsa-miR-183-5p.1",2,0.130720509429443,0.0211217773079526,0.0224941330205368,0.0470537654440044,"58",0.0274,0.38801935483871,"58",0.001797,0.01314805
"61","hsa-miR-33a-5p/hsa-miR-33b-5p",7,-0.491569701153878,0.00234772678033186,0.00269512711527391,0.0108489690164809,"58",0.7456,1,"58",0.001866,0.0134290819672131
"62","hsa-miR-3164",2,-0.222517879116889,0.0313496897313785,0.0336136103916612,0.0611667279647784,"58",0.2201,1,"58",0.001963,0.0137483650793651
"63","hsa-miR-4731-5p",4,0.368227876750198,0.0113641684547339,0.0122211345912567,0.031180437197676,"58",0.002521,0.0651011176470588,"58",0.001973,0.0137483650793651
"64","hsa-miR-199a-3p",5,-0.195284805506571,0.0107317563221171,0.0117204502182204,0.0300079046204419,"58",0.3585,1,"58",0.00213,0.0145275230769231
"65","hsa-miR-3622b-5p",4,-0.0553544182024235,0.0363760999744214,0.0388293938879065,0.067097091969626,"58",0.2085,1,"58",0.002151,0.0145275230769231
"66","hsa-miR-629-5p",2,0.156295914566358,6.62094962105909e-05,8.14637463607825e-05,0.00170976287273232,"58",0.01721,0.302422222222222,"58",0.002186,0.0145402121212121
"67","hsa-miR-483-5p",4,0.0194583122324035,0.000144810225807866,0.000172386485710164,0.00211905630432177,"58",0.04554,0.53558,"58",0.002433,0.0159415970149254
"68","hsa-miR-625-5p",3,0.135709385526651,0.0344822396349261,0.0364326187134456,0.0646910393150965,"58",0.1413,1,"58",0.002804,0.0180052714285714
"69","hsa-miR-545-5p",3,0.0571420552600961,0.000920378488466602,0.00106588593220258,0.00641343105455299,"58",0.04762,0.536030256410256,"58",0.002862,0.0180052714285714
"70","hsa-miR-182-5p",2,0.0904409699121349,0.0151462961231935,0.0163644720010369,0.0382139310234596,"58",0.0273,0.38801935483871,"58",0.002871,0.0180052714285714
"71","hsa-miR-526b-5p",3,0.00781392508664937,0.00278771429821477,0.00315135893316042,0.0119382769261717,"58",0.1625,1,"58",0.003015,0.0186420422535211
"72","hsa-miR-5010-5p",3,-0.0592531402848924,0.0197355953376058,0.021429278412549,0.0454069089981641,"58",0.3179,1,"58",0.003129,0.0189852465753425
"73","hsa-miR-325-3p",2,-0.300067404358923,0.0159576056253879,0.0173617050360074,0.0395784681895214,"58",0.4281,1,"58",0.003157,0.0189852465753425
"74","hsa-miR-651-5p",1,-0.410975425764991,0.000122485898998973,0.000151094443197792,0.00211905630432177,"58",0.5187,1,"58",0.003274,0.0194227837837838
"75","hsa-miR-153-3p",3,-0.32674296361841,0.215050531309652,0.219130057173476,0.253782750658433,"58",0.6294,1,"58",0.003622,0.0212007733333333
"76","hsa-miR-584-5p",3,-0.312906704208404,0.00244801248345914,0.00279071143270904,0.0108553280832178,"58",0.4668,1,"58",0.004367,0.0252251710526316
"77","hsa-miR-3180/hsa-miR-3180-3p",4,-0.336166827578927,0.0485999770668826,0.0510635775126614,0.0817447890128791,"58",0.8458,1,"58",0.00448,0.0255418181818182
"78","hsa-miR-324-5p",4,-0.128132718913213,0.0180795844506886,0.0195776735687856,0.0426717073863026,"58",0.2858,1,"58",0.004642,0.0261261282051282
"79","hsa-miR-31-5p",2,-0.0507455384757377,0.0813912208189538,0.0848889962890265,0.120595818221776,"58",0.1986,1,"58",0.00482,0.0267845569620253
