"","x","cluster_hits","aggInv_cover","aggInv_pval","aggInv_pval_jk","aggInv_fdr","sumz_n","sumz_pval","sumz_fdr","sumlog_n","sumlog_pval","sumlog_fdr"
"1","hsa-miR-325-3p",2,0.340770966248282,6.68450190459341e-34,1.70933439734992e-33,1.46724816805825e-31,"119",1.555e-10,6.82645e-08,"119",1.725e-23,7.57275e-21
"2","hsa-miR-371a-5p",4,-1.22577263924941,3.18339735038495e-36,1.77361709626603e-35,1.39751143681899e-33,"119",1,1,"119",2.086e-14,4.57877e-12
"3","hsa-miR-132-3p/hsa-miR-212-3p",2,-0.100470733428902,2.53015160470652e-05,2.8927032415979e-05,0.000191506302494166,"119",0.01263,1,"119",1.796e-13,2.62814666666667e-11
"4","hsa-miR-374c-3p",0,0.0520315503112815,2.64297687251028e-22,4.56392247066184e-22,3.86755615677338e-20,"119",0.003585,0.7869075,"119",1.365e-05,0.0014980875
"5","hsa-miR-452-5p/hsa-miR-892c-3p",2,-0.0258452767650433,1.12710260137077e-16,1.70627867687852e-16,9.8959608400354e-15,"119",0.04573,1,"119",2.632e-05,0.002310896
"6","hsa-miR-383-5p.2",0,-0.744660872117522,5.03716146588779e-12,7.24876461884603e-12,1.38207117720296e-10,"119",0.9997,1,"119",0.005599,0.409660166666667
"7","hsa-miR-556-3p",1,-1.24871104624328,3.06062260847743e-14,4.98863779503933e-14,1.89061494607186e-12,"119",1,1,"119",0.1091,1
"8","hsa-miR-1278",1,-0.644276474054059,4.59216990679124e-12,6.43229386401829e-12,1.34397505938757e-10,"119",0.9997,1,"119",0.1489,1
"9","hsa-miR-381-3p",0,-1.06172546926869,8.60529319018497e-13,1.30083741374082e-12,3.148103092076e-11,"119",1,1,"119",0.2199,1
"10","hsa-miR-6835-3p",0,-0.667082966627719,6.46971281065136e-11,8.73063510784198e-11,1.33649656488477e-09,"119",0.9999,1,"119",0.2603,1
"11","hsa-miR-552-3p",2,-0.514708112667532,8.15708313474097e-07,9.52453382997712e-07,8.32781278174717e-06,"119",0.9993,1,"119",0.5514,1
"12","hsa-miR-641/hsa-miR-3617-5p",0,-1.06994409603085,5.1547311705558e-08,6.44375257877061e-08,6.46550566821142e-07,"119",1,1,"119",0.659,1
"13","hsa-miR-335-5p",2,-1.1738415050938,2.09093591825803e-07,2.58261708526094e-07,2.29480217028819e-06,"119",1,1,"119",0.7029,1
"14","hsa-miR-524-5p",1,-1.87759639440498,0.000540221328675001,0.00060427539779316,0.00300198940871298,"119",1,1,"119",0.7072,1
"15","hsa-miR-150-5p",1,-0.768987918175028,7.17900246830554e-13,1.01890966840376e-12,2.86507462144194e-11,"119",1,1,"119",0.7349,1
"16","hsa-miR-3121-3p",1,-1.71400863681037,0.000303005370478034,0.000338495888407976,0.00179747608888848,"119",1,1,"119",0.7516,1
"17","hsa-miR-599",0,-0.987384740011046,3.56733464133123e-08,4.47073621527536e-08,4.7456360834679e-07,"119",1,1,"119",0.7633,1
"18","hsa-miR-216a-5p",0,-0.831774044241985,1.94347862855354e-19,3.44245078885051e-19,2.13296779483751e-17,"119",1,1,"119",0.7861,1
"19","hsa-miR-429/hsa-miR-200b-3p/hsa-miR-200c-3p",0,-0.781416448102358,0.0600259265717494,0.0613823018164574,0.176572200178425,"119",1,1,"119",0.8099,1
"20","hsa-miR-4661-5p",0,-0.733721200786924,5.25894403755345e-07,6.21419011273303e-07,5.4968486487761e-06,"119",1,1,"119",0.8319,1
"21","hsa-miR-191-5p",0,-1.30884843126859,2.78540432482598e-09,3.69636929048876e-09,4.36711606642359e-08,"119",1,1,"119",0.8749,1
"22","hsa-miR-532-5p",0,-0.778707517760379,1.22328228353648e-05,1.39687924965093e-05,0.000101324702353305,"119",1,1,"119",0.8801,1
"23","hsa-miR-525-5p",1,-0.582510168261785,0.0172492973663214,0.0178881817893718,0.0612210051296536,"119",1,1,"119",0.9006,1
"24","hsa-miR-330-3p",1,-1.32569026840349,1.77914369557291e-13,2.80439768979025e-13,8.67826758173897e-12,"119",1,1,"119",0.9099,1
"25","hsa-miR-339-5p",3,-1.2811764417112,0.00488651421221376,0.00519733591947927,0.021239403358038,"119",1,1,"119",0.9368,1
"26","hsa-miR-4766-3p",1,-1.12455152038249,2.44331367615044e-08,3.08196433820309e-08,3.46004743170981e-07,"119",1,1,"119",0.9458,1
"27","hsa-miR-505-3p.2",0,-1.50874036426773,2.1711396947535e-13,3.36185792892603e-13,9.53130325996786e-12,"119",1,1,"119",0.9685,1
"28","hsa-miR-146a-5p/hsa-miR-146b-5p",0,-1.66168465479284,0.0189864682391569,0.0198915466560177,0.0655651227464562,"119",1,1,"119",0.9736,1
"29","hsa-miR-410-3p",0,-2.1129977739068,3.52068517926925e-11,5.54081876050048e-11,8.13463575631159e-10,"119",1,1,"119",0.9739,1
"30","hsa-miR-4766-5p",2,-1.72268254134448,0.000133790441735571,0.000150482971465056,0.000851217448143705,"119",1,1,"119",0.9779,1
"31","hsa-miR-495-3p",0,-1.69443898849121,2.41776419193541e-07,3.04770502490164e-07,2.58877678112109e-06,"119",1,1,"119",0.9827,1
"32","hsa-miR-629-5p",0,-0.847898689213314,0.000307085892179126,0.000337694179801828,0.00179747608888848,"119",1,1,"119",0.9845,1
"33","hsa-miR-499b-5p",0,-1.21628312492703,2.77553203317489e-05,3.15806540279903e-05,0.000206051725248465,"119",1,1,"119",0.9853,1
"34","hsa-miR-377-3p",0,-0.554476678257254,0.000648944478872404,0.000696352029439172,0.00356108282781231,"119",1,1,"119",0.987,1
"35","hsa-miR-370-3p",0,-0.858330383376641,3.3318215904109e-08,4.08789638538681e-08,4.57084274434495e-07,"119",1,1,"119",0.9885,1
"36","hsa-miR-1251-5p",0,-1.23163038488214,5.60830652250523e-12,8.00827135988471e-12,1.44826268434106e-10,"119",1,1,"119",0.9891,1
"37","hsa-miR-421",0,-0.476408144536953,1.30398445495554e-06,1.49815457965436e-06,1.27210927938996e-05,"119",0.9983,1,"119",0.9901,1
"38","hsa-miR-142-5p",0,-1.80057241942024,0.00110847487139823,0.00120902651408385,0.00572494668875086,"119",1,1,"119",0.9907,1
"39","hsa-miR-1197",0,-1.06630364454428,0.00028924626993536,0.000318851776174043,0.00175275802426603,"119",1,1,"119",0.9947,1
"40","hsa-miR-942-5p",0,-0.906847688354603,2.8161967004346e-05,3.18007278356705e-05,0.000206051725248465,"119",1,1,"119",0.9953,1
"41","hsa-miR-1179",0,-0.794973502025458,9.3683251507037e-13,1.29847400728398e-12,3.16361133935302e-11,"119",1,1,"119",0.9968,1
"42","hsa-miR-873-5p.1",0,-1.30560047736011,5.91957178462486e-08,7.33429139682229e-08,7.02349192824409e-07,"119",1,1,"119",0.9977,1
"43","hsa-miR-450b-5p",0,-1.09468619084972,0.0163987873789622,0.0170422753808996,0.0591580235302945,"119",1,1,"119",0.9978,1
"44","hsa-miR-1307-3p",1,-1.44757005108382,0.148978679593086,0.150846862879144,0.382465732990436,"119",1,1,"119",0.9983,1
"45","hsa-miR-154-5p",0,-1.8198514119401,1.37099181005978e-05,1.60927786809784e-05,0.000111456556410416,"119",1,1,"119",0.9989,1
"46","hsa-miR-215-5p/hsa-miR-192-5p",0,-1.41606154235172,0.000768764976627981,0.000837041699733012,0.00411570517975224,"119",1,1,"119",0.9994,1
"47","hsa-miR-651-5p",0,-1.43073335927436,9.9095236172867e-11,1.36956762395632e-10,1.89142646434298e-09,"119",1,1,"119",0.9994,1
"48","hsa-miR-411-5p.2",0,-1.4218827399122,3.44531197461843e-14,5.42147267942739e-14,1.89061494607186e-12,"119",1,1,"119",0.9996,1
"49","hsa-miR-345-5p",0,-2.03937396089015,6.40272213165076e-11,9.74132008172293e-11,1.33649656488477e-09,"119",1,1,"119",0.9998,1
"50","hsa-miR-26b-5p/hsa-miR-26a-5p",1,-1.10433886765877,0.00167629870429875,0.00179541121746767,0.00817661256874612,"119",1,1,"119",0.9999,1
"51","hsa-miR-3140-3p",0,-0.861047198788403,9.77159286670422e-08,1.16612830196974e-07,1.12887612328504e-06,"119",1,1,"119",0.9999,1
"52","hsa-miR-513b-5p",0,-1.61849758561389,6.77536359694846e-05,7.70836595197163e-05,0.000457597633701596,"119",1,1,"119",0.9999,1
"53","hsa-miR-545-3p",1,-1.0595331251622,0.346668430506005,0.3477218451852,0.721267492853726,"119",1,1,"119",0.9999,1
"54","hsa-miR-556-5p",1,-1.34041411624125,1.4336168496725e-12,2.06475794966176e-12,4.49541283575876e-11,"119",1,1,"119",0.9999,1
"55","hsa-miR-100-5p/hsa-miR-99a-5p/hsa-miR-99b-5p",0,-3.09580392887189,0.80737644988668,0.805470459584084,1,"119",1,1,"119",1,1
"56","hsa-miR-101-3p.1",0,-2.06566319260895,0.999986602937523,0.999984552320711,1,"119",1,1,"119",1,1
"57","hsa-miR-101-3p.2",0,-2.40939289576776,0.0103899792245906,0.0109280515174494,0.0403646095539403,"119",1,1,"119",1,1
"58","hsa-miR-103a-3p/hsa-miR-107",0,-1.33507466084188,0.725394082206645,0.724032523601331,1,"119",1,1,"119",1,1
"59","hsa-miR-105-5p",0,-1.95931365468812,0.0286211444596627,0.0296046078515578,0.0917130103488462,"119",1,1,"119",1,1
"60","hsa-miR-10a-5p/hsa-miR-10b-5p",1,-1.82283975475584,0.820645493652281,0.818573079602397,1,"119",1,1,"119",1,1
"61","hsa-miR-1180-5p",0,-1.74489217723634,5.55929577220664e-08,6.95141871426868e-08,6.77925234444087e-07,"119",1,1,"119",1,1
"62","hsa-miR-1185-5p",0,-1.60409845502045,0.729806509168933,0.728315365282007,1,"119",1,1,"119",1,1
"63","hsa-miR-1193",0,-2.39375377060615,0.969118302202618,0.968142009630222,1,"119",1,1,"119",1,1
"64","hsa-miR-122-5p",0,-2.24230063085809,0.651538232853854,0.650481883919187,1,"119",1,1,"119",1,1
"65","hsa-miR-1224-5p",0,-1.66356256884284,0.00104027108389858,0.00113239568433392,0.0054366548313271,"119",1,1,"119",1,1
"66","hsa-miR-124-3p.1",0,-2.00120092929424,0.999999999999989,0.999999999999983,1,"119",1,1,"119",1,1
"67","hsa-miR-124-3p.2/hsa-miR-506-3p",1,-1.66904111049183,0.999035245144155,0.998956464094958,1,"119",1,1,"119",1,1
"68","hsa-miR-1245b-5p",0,-2.08121149590466,0.954391458630121,0.9531738028699,1,"119",1,1,"119",1,1
"69","hsa-miR-1247-5p",0,-3.82627168919315,0.999999999998186,0.99999999999759,1,"119",1,1,"119",1,1
