"","x","cluster_hits","aggInv_cover","aggInv_pval","aggInv_pval_jk","aggInv_fdr","sumz_n","sumz_pval","sumz_fdr","sumlog_n","sumlog_pval","sumlog_fdr"
"1","hsa-miR-33a-5p/hsa-miR-33b-5p",2,0.911608749218221,8.35323376548712e-09,3.57206939436189e-08,1.83353481152442e-06,"16",3.859e-06,0.0003388202,"16",2.62e-08,1.15018e-05
"2","hsa-miR-155-5p",3,1.29369442716895,1.05426677349308e-05,2.12209658053375e-05,0.00030854874237564,"16",1.141e-07,3.790765e-05,"16",1.548e-07,3.39786e-05
"3","hsa-miR-503-5p",1,0.9603030002889,0.00512790561146145,0.00707522424415905,0.020652757462675,"16",1.048e-05,0.00057509,"16",1.55e-06,0.00019590375
"4","hsa-miR-5581-3p",0,1.2742167514916,2.67724070973888e-06,5.69912554068836e-06,0.000123479048864875,"16",1.727e-07,3.790765e-05,"16",1.785e-06,0.00019590375
"5","hsa-miR-185-5p",1,1.23847612926144,0.000473579820911294,0.000738673522770289,0.00507076930195263,"16",3.637e-07,5.32214333333333e-05,"16",2.962e-06,0.0002600636
"6","hsa-miR-124-3p.1",2,0.832603858002397,0.00387783572987896,0.00574117239562495,0.017824857926858,"16",9.069e-05,0.0033177425,"16",4.101e-06,0.0003000565
"7","hsa-miR-3179",3,0.921178802439552,0.000835511561433918,0.00135774057931849,0.0073357915093898,"16",0.0001145,0.00386657692307692,"16",1.022e-05,0.00064094
"8","hsa-miR-874-3p",2,0.544916069753659,0.000386749104921556,0.000709535240208497,0.0044679699226464,"16",0.001323,0.0223383461538461,"16",1.938e-05,0.000977994444444444
"9","hsa-miR-22-3p",3,1.0849820109161,0.000188576674494025,0.000312337353177364,0.00295661286081704,"16",7.126e-06,0.000493185142857143,"16",2.005e-05,0.000977994444444444
"10","hsa-miR-127-3p",1,0.927116602025277,1.7141054864683e-07,4.75406284901737e-07,1.88123077139896e-05,"16",1.881e-05,0.00091751,"16",2.46e-05,0.00107994
"11","hsa-miR-1247-5p",0,1.17145145449675,5.02350840830576e-08,1.33864208039236e-07,7.3510673041541e-06,"16",1.394e-06,0.0001529915,"16",4.301e-05,0.00168711076923077
"12","hsa-miR-4731-5p",1,1.07955597434996,0.00231949379120532,0.00327868940589271,0.0128893389156852,"16",7.864e-06,0.000493185142857143,"16",4.814e-05,0.00168711076923077
"13","hsa-miR-450b-5p",1,0.739325377761234,0.000151085237197228,0.000270191853924941,0.00257742252920105,"16",0.0003751,0.00914827222222222,"16",4.996e-05,0.00168711076923077
"14","hsa-miR-517c-3p/hsa-miR-517a-3p",1,0.735226905573361,7.45704750144782e-09,2.831723798855e-08,1.83353481152442e-06,"16",0.0003981,0.00919820526315789,"16",8.702e-05,0.00272869857142857
"15","hsa-miR-5586-5p",1,0.988743999124281,1.03198135231029e-05,2.04049614926495e-05,0.00030854874237564,"16",3.827e-05,0.00152732090909091,"16",0.0001159,0.00325683125
"16","hsa-miR-501-3p/hsa-miR-502-3p",1,0.642952905722161,0.000374555062986034,0.000630760732684526,0.00445916289870207,"16",0.001418,0.0229691071428571,"16",0.0001187,0.00325683125
"17","hsa-miR-449b-5p/hsa-miR-34c-5p/hsa-miR-34a-5p/hsa-miR-449a",1,0.863333559556649,0.000640092703572304,0.00104172410384474,0.00617267085743558,"16",0.0002769,0.00715053529411765,"16",0.0001325,0.00342161764705882
"18","hsa-miR-1911-5p",0,0.587032881991939,0.000152649170294368,0.000276752756844295,0.00257742252920105,"16",0.002878,0.0421147333333333,"16",0.0001698,0.00414123333333333
"19","hsa-miR-101-3p.1",1,0.88104182076675,0.000211367517666855,0.000351434472330706,0.00309059226408001,"16",0.0002124,0.00621624,"16",0.0002698,0.006126245
"20","hsa-miR-424-5p/hsa-miR-15a-5p/hsa-miR-497-5p/hsa-miR-16-5p/hsa-miR-15b-5p/hsa-miR-195-5p",1,0.869806457717199,0.00231404398672588,0.00331754011509092,0.0128893389156852,"16",0.0002514,0.0068977875,"16",0.0002791,0.006126245
"21","hsa-miR-766-5p",1,0.442767902701145,0.0165661069346416,0.0223797932722391,0.0505036176688032,"16",0.004695,0.0588887142857143,"16",0.0003113,0.00650765238095238
"22","hsa-miR-545-3p",0,1.02295081390388,0.000230329259488273,0.000355974838225518,0.0031574864969391,"16",2.14e-05,0.00093946,"16",0.0005687,0.01134815
"23","hsa-miR-3150b-3p",1,0.547023939998917,0.00469354175624717,0.00669444897399727,0.020100600260447,"16",0.004643,0.0588887142857143,"16",0.0006547,0.0123285833333333
"24","hsa-miR-605-3p",0,0.65778403548018,0.00791431477001375,0.0106116060697568,0.0289532015336336,"16",0.001166,0.02101932,"16",0.000674,0.0123285833333333
"25","hsa-miR-143-3p",0,0.54191958772219,0.00196277878540813,0.00291462592824396,0.012203251477091,"16",0.004927,0.0600820277777778,"16",0.0008107,0.0135748555555556
"26","hsa-miR-197-3p",2,-0.807323975316806,0.111698523927346,0.130980784702439,0.178311461833108,"16",0.7734,1,"16",0.0008205,0.0135748555555556
"27","hsa-miR-4637",1,0.655796769926765,2.81273459828873e-06,6.43468413369419e-06,0.000123479048864875,"16",0.001197,0.02101932,"16",0.0008349,0.0135748555555556
"28","hsa-miR-139-5p",1,0.897586638350397,2.01987268724722e-06,4.35333511155663e-06,0.000110840513712691,"16",0.0001651,0.00517706428571429,"16",0.0009336,0.0146375142857143
"29","hsa-miR-516a-5p",1,0.353871604415077,7.04106931516202e-05,0.000138130628495845,0.00143337773867505,"16",0.01248,0.133627317073171,"16",0.001074,0.0162581379310345
"30","hsa-miR-30e-5p/hsa-miR-30b-5p/hsa-miR-30a-5p/hsa-miR-30c-5p/hsa-miR-30d-5p",0,0.795505806471362,7.18321418014833e-05,0.000128647952104207,0.00143337773867505,"16",0.0007313,0.0152876523809524,"16",0.00133,0.0194623333333333
"31","hsa-miR-31-5p",0,0.799450213101378,0.00137494486338103,0.00198882926865747,0.00981216436834757,"16",0.0006924,0.01519818,"16",0.001465,0.0207462903225806
